hs1	0	1000000	42
hs1	1000000	2000000	70
hs1	2000000	3000000	37
hs1	3000000	4000000	31
hs1	4000000	5000000	9
hs1	5000000	6000000	11
hs1	6000000	7000000	30
hs1	7000000	8000000	14
hs1	8000000	9000000	19
hs1	9000000	10000000	29
hs1	10000000	11000000	13
hs1	11000000	12000000	36
hs1	12000000	13000000	31
hs1	13000000	14000000	29
hs1	14000000	15000000	9
hs1	15000000	16000000	34
hs1	16000000	17000000	48
hs1	17000000	18000000	18
hs1	18000000	19000000	17
hs1	19000000	20000000	31
hs1	20000000	21000000	29
hs1	21000000	22000000	14
hs1	22000000	23000000	22
hs1	23000000	24000000	37
hs1	24000000	25000000	25
hs1	25000000	26000000	24
hs1	26000000	27000000	45
hs1	27000000	28000000	30
hs1	28000000	29000000	28
hs1	29000000	30000000	9
hs1	30000000	31000000	17
hs1	31000000	32000000	30
hs1	32000000	33000000	38
hs1	33000000	34000000	15
hs1	34000000	35000000	15
hs1	35000000	36000000	19
hs1	36000000	37000000	23
hs1	37000000	38000000	29
hs1	38000000	39000000	21
hs1	39000000	40000000	26
hs1	40000000	41000000	27
hs1	41000000	42000000	14
hs1	42000000	43000000	26
hs1	43000000	44000000	42
hs1	44000000	45000000	34
hs1	45000000	46000000	23
hs1	46000000	47000000	33
hs1	47000000	48000000	18
hs1	48000000	49000000	7
hs1	49000000	50000000	6
hs1	50000000	51000000	15
hs1	51000000	52000000	19
hs1	52000000	53000000	21
hs1	53000000	54000000	30
hs1	54000000	55000000	28
hs1	55000000	56000000	10
hs1	56000000	57000000	18
hs1	57000000	58000000	6
hs1	58000000	59000000	13
hs1	59000000	60000000	11
hs1	60000000	61000000	11
hs1	61000000	62000000	10
hs1	62000000	63000000	13
hs1	63000000	64000000	15
hs1	64000000	65000000	14
hs1	65000000	66000000	12
hs1	66000000	67000000	11
hs1	67000000	68000000	16
hs1	68000000	69000000	11
hs1	69000000	70000000	8
hs1	70000000	71000000	13
hs1	71000000	72000000	8
hs1	72000000	73000000	6
hs1	73000000	74000000	6
hs1	74000000	75000000	9
hs1	75000000	76000000	12
hs1	76000000	77000000	8
hs1	77000000	78000000	13
hs1	78000000	79000000	9
hs1	79000000	80000000	6
hs1	80000000	81000000	1
hs1	81000000	82000000	4
hs1	82000000	83000000	5
hs1	83000000	84000000	9
hs1	84000000	85000000	18
hs1	85000000	86000000	18
hs1	86000000	87000000	18
hs1	87000000	88000000	14
hs1	88000000	89000000	10
hs1	89000000	90000000	28
hs1	90000000	91000000	14
hs1	91000000	92000000	10
hs1	92000000	93000000	17
hs1	93000000	94000000	17
hs1	94000000	95000000	18
hs1	95000000	96000000	18
hs1	96000000	97000000	4
hs1	97000000	98000000	9
hs1	98000000	99000000	9
hs1	99000000	100000000	11
hs1	100000000	101000000	19
hs1	101000000	102000000	12
hs1	102000000	103000000	6
hs1	103000000	104000000	12
hs1	104000000	105000000	2
hs1	105000000	106000000	6
hs1	106000000	107000000	11
hs1	107000000	108000000	5
hs1	108000000	109000000	17
hs1	109000000	110000000	33
hs1	110000000	111000000	31
hs1	111000000	112000000	29
hs1	112000000	113000000	25
hs1	113000000	114000000	14
hs1	114000000	115000000	14
hs1	115000000	116000000	16
hs1	116000000	117000000	23
hs1	117000000	118000000	17
hs1	118000000	119000000	4
hs1	119000000	120000000	25
hs1	120000000	121000000	25
hs1	121000000	122000000	17
hs1	122000000	123000000	0
hs1	123000000	124000000	0
hs1	124000000	125000000	0
hs1	125000000	126000000	0
hs1	126000000	127000000	0
hs1	127000000	128000000	0
hs1	128000000	129000000	0
hs1	129000000	130000000	0
hs1	130000000	131000000	0
hs1	131000000	132000000	0
hs1	132000000	133000000	0
hs1	133000000	134000000	0
hs1	134000000	135000000	0
hs1	135000000	136000000	0
hs1	136000000	137000000	0
hs1	137000000	138000000	0
hs1	138000000	139000000	0
hs1	139000000	140000000	0
hs1	140000000	141000000	0
hs1	141000000	142000000	0
hs1	142000000	143000000	0
hs1	143000000	144000000	25
hs1	144000000	145000000	33
hs1	145000000	146000000	39
hs1	146000000	147000000	26
hs1	147000000	148000000	19
hs1	148000000	149000000	40
hs1	149000000	150000000	45
hs1	150000000	151000000	43
hs1	151000000	152000000	46
hs1	152000000	153000000	44
hs1	153000000	154000000	61
hs1	154000000	155000000	35
hs1	155000000	156000000	57
hs1	156000000	157000000	48
hs1	157000000	158000000	19
hs1	158000000	159000000	30
hs1	159000000	160000000	37
hs1	160000000	161000000	38
hs1	161000000	162000000	80
hs1	162000000	163000000	15
hs1	163000000	164000000	11
hs1	164000000	165000000	4
hs1	165000000	166000000	15
hs1	166000000	167000000	12
hs1	167000000	168000000	23
hs1	168000000	169000000	19
hs1	169000000	170000000	17
hs1	170000000	171000000	14
hs1	171000000	172000000	21
hs1	172000000	173000000	12
hs1	173000000	174000000	32
hs1	174000000	175000000	9
hs1	175000000	176000000	12
hs1	176000000	177000000	5
hs1	177000000	178000000	8
hs1	178000000	179000000	20
hs1	179000000	180000000	20
hs1	180000000	181000000	19
hs1	181000000	182000000	9
hs1	182000000	183000000	17
hs1	183000000	184000000	13
hs1	184000000	185000000	15
hs1	185000000	186000000	12
hs1	186000000	187000000	11
hs1	187000000	188000000	4
hs1	188000000	189000000	1
hs1	189000000	190000000	3
hs1	190000000	191000000	5
hs1	191000000	192000000	2
hs1	192000000	193000000	17
hs1	193000000	194000000	11
hs1	194000000	195000000	4
hs1	195000000	196000000	3
hs1	196000000	197000000	13
hs1	197000000	198000000	9
hs1	198000000	199000000	9
hs1	199000000	200000000	9
hs1	200000000	201000000	16
hs1	201000000	202000000	32
hs1	202000000	203000000	29
